,"Manufacturer","Model","Weight.oz","Dim.1.in","Dim.2.in","Dim.3.in","Talk.hr","Standby.hr","Volume.in3","Composite","Years"
"1149","Kyocera","Tomo S2410",2.78,3.54,1.79,0.7,3.3,180,4.43562,27.2325870819,2008.7561643836
"1151","Nokia","5800 XpressMusic",3.84,4.37,2.04,0.61,5,408,5.438028,46.6694000061,2008.7835616438
"1123","Nokia","7205 Intrigue",3.19,3.56,1.85,0.55,4,264,3.6223,41.6892973005,2008.7917808219
"1139","Samsung","Propel Pro SGH-i627",4.83,3.91,2.4,0.68,6.5,288,6.38112,28.5876879384,2008.794520548
"1153","Samsung","SGH-T101g",2.47,4.07,1.77,0.59,4,456,4.250301,70.8301607324,2008.794520548
"1155","LG","Rumor2 / Cosmos / Banter / UX-265 / Script",4.44,4.41,2.05,0.68,5.5,168,6.14754,18.4651014305,2008.802739726
"1156","BlackBerry","Storm 9530",5.47,4.43,2.45,0.55,6,360,5.969425,34.0926226624,2008.8054794521
"1157","Motorola","i9 Stature",4.7,4.25,2.13,0.57,4.3,79,5.159925,10.1927753,2008.8082191781
"1158","Samsung","SGH-T201g",2.98,3.46,1.76,0.79,4,312,4.810784,42.6144531796,2008.8082191781
"1163","Motorola","VE465",3.8,3.9,1.8,0.7,4.5,288,4.914,35.6323158136,2008.8136986301
"1164","Kyocera","Melo S1300 / Jax",2.5,4.29,1.73,0.51,3.3,200,3.785067,34.4467290484,2008.8136986301
"1160","Samsung","TwoStep R470",3.6,3.58,1.77,0.75,3,250,4.75245,31.7272177625,2008.8219178082
"1126","Nokia","N85",4.52,4.06,1.97,0.63,4.5,360,5.038866,40.0152068247,2008.8246575343
"1166","Samsung","SGH-T119",2.74,4.1,1.8,0.6,4,144,4.428,22.8794642857,2008.8273972603
"1193","Nokia","1006",2.68,4.25,1.73,0.53,3.5,240,3.896825,39.1526306386,2008.8328767123
"1167","Nokia","Mural 6750",3.9,3.83,1.85,0.64,4,350,4.53472,43.866304987,2008.8520547945
"1143","BlackBerry","Curve 8350i",4.76,4.37,2.44,0.71,4,168,7.570588,15.2466370622,2008.8657534247
"1162","BlackBerry","Curve 8900",3.87,4.29,2.36,0.53,5.5,360,5.365932,41.9557008432,2008.8657534247
"1169","Nokia","E63",4.44,4.45,2.23,0.51,4.7,480,5.060985,52.9945053066,2008.8684931507
"1159","Samsung","SGH-T301g",2.92,3.92,1.95,0.56,4,336,4.28064,49.4400497734,2008.8849315069
"1173","LG","Neon GT365",3.81,4,2,0.66,3,244,5.28,28.4928492849,2008.8904109589
"1174","LG","Xenon GR500",3.81,4.16,2.11,0.62,4,264,5.442112,30.6956941291,2008.895890411
"1175","Cal-Comp","A100",2.47,4.44,1.94,0.55,4.5,250,4.73748,37.8079439693,2008.901369863
"1176","Samsung","Tint SCH-R420",3.35,3.74,1.88,0.74,3,250,5.203088,30.9829619431,2008.9205479452
"1177","Nokia","5130 XpressMusic",3.1,4.23,1.84,0.58,6,288,4.514256,41.763765232,2008.9232876712
"1170","LG","Tritan AX-840 / UX-840",5.03,4.45,2.24,0.65,3.5,200,6.4792,18.8979251382,2008.9260273973
"1108","Sony","Ericsson C905",4.76,4.15,1.93,0.77,4,360,6.167315,34.7752398462,2008.9369863014
"1178","Casio","Exilim C721",4.48,4.06,1.97,0.78,3.8,540,6.238596,52.1523527895,2008.9424657534
"1179","Garmin","Asus Nuvifone G60",4.8,4.4,2.3,0.57,4,250,5.7684,25.5478596571,2008.9452054795
"1165","Samsung","Memoir SGH-T929",4.4,4.17,2.11,0.55,5.5,300,4.839285,35.446465825,2008.9561643836
"1180","LG","LX-370 / UX-370 / MT-375 Lyric / Force",3.7,4.06,1.89,0.65,6,900,4.98771,107.0477720826,2008.9561643836
"1182","Samsung","Finesse R810",3.63,4.56,2.29,0.49,3.5,300,5.116776,36.2990889443,2008.9616438356
"1183","Nokia","E75",4.9,4.4,1.97,0.57,4.3,270,4.94076,29.6216958853,2008.9780821918
"1206","Kyocera","X-tc M2000",4.2,4.4,2,0.7,4.2,200,6.16,21.332046332,2008.9780821918
"1184","Samsung","SGH-A657",4.34,4.53,2.05,0.77,3,252,7.150605,23.236374412,2008.994520548
"1181","Palm","Treo Pro (CDMA)",4.69,4.49,2.36,0.53,5,1500,5.616092,147.9707342026,2009.0219178082
"1172","Samsung","Trance SCH-U490",3.53,4,1.97,0.55,4.5,300,4.334,41.009664293,2009.0246575343
"1188","Samsung","Smooth / Glint SCH-U350",3.35,3.78,1.87,0.76,5,336,5.372136,41.3889441761,2009.0246575343
"1189","Samsung","SCH-R211",2.73,4.07,1.77,0.59,3.5,325,4.250301,49.0666519968,2009.0246575343
"1194","Samsung","SGH-A167",3.1,3.54,1.83,0.78,3,252,5.052996,32.748697534,2009.0383561644
"1161","Samsung","Zeal / Alias 2 SCH-U750",4.34,4.01,2.04,0.67,5,336,5.480868,36.7584616757,2009.0630136986
"1196","Nokia","1661",2.9,4.25,1.8,0.53,4.2,480,4.0545,72.0396865339,2009.0630136986
"1190","Samsung","Mantra M340",3.35,3.8,1.87,0.69,5.5,960,4.90314,119.6514296377,2009.0712328767
"1197","Nokia","6350",3.61,3.67,1.86,0.68,4,350,4.641816,44.8386149182,2009.0739726027
"1202","Motorola","Rival A455",4.48,3.81,1.96,0.73,5.3,510,5.451348,54.0208640358,2009.098630137
"1203","LG","Glance (VX-7100 / UX-7100)",2.92,4.31,1.87,0.38,4.3,350,3.062686,62.0958546044,2009.1068493151
"1207","LG","enV3 VX-9200",3.77,4.11,2.13,0.65,5.5,460,5.690295,51.5311626117,2009.1397260274
"1230","Motorola","Karma QA1",4.97,3.46,2.52,0.7,3.6,366,6.10344,34.6775708362,2009.1479452055
"1209","Motorola","Clutch i465",3.46,4.44,2.13,0.61,3.4,100,5.768892,12.6775781968,2009.1534246575
"1205","BlackBerry","Pearl Flip 8230",3.6,3.98,1.97,0.69,3.5,216,5.410014,25.9156090102,2009.1561643836
"1210","Sanyo","SCP-2700 Juno",3.42,4.31,2.35,0.6,4.8,840,6.0771,90.9751397795,2009.1561643836
"1211","Samsung","Jack i637",3.6,4.4,2.4,0.5,7,288,5.28,36.3738738739,2009.1561643836
"1171","Samsung","Instinct S30",3.88,4.61,2.16,0.52,4.6,1000,5.177952,112.9394370825,2009.1589041096
"1187","Samsung","Magnet A257 / A177",3.09,4.29,2.32,0.47,5,250,4.677816,35.4024863617,2009.1589041096
"1220","HTC","Pure / Touch Diamond2",4.15,4.33,2.1,0.59,5,360,5.36487,40.4629805767,2009.1780821918
"1268","Nokia","Surge 6790",4.38,3.84,2.28,0.61,4,400,5.340672,43.2068894002,2009.1780821918
"1215","LG","enV Touch VX-11000",4.92,4.52,2.16,0.66,4.3,408,6.443712,37.7957484315,2009.2082191781
"1204","HTC","Snap S511 (CDMA)",4.2,4.48,2.48,0.54,4.6,320,5.999616,33.6287170027,2009.2164383562
"1221","Nokia","2320 classic",2.81,4.21,1.81,0.54,3.5,360,4.114854,54.513784695,2009.2191780822
"1198","Samsung","SGH-T349",3.2,4.49,1.97,0.53,7,300,4.688009,42.4695255799,2009.2301369863
"1208","HTC","myTouch 3G / Magic",4.1,4.45,2.19,0.58,7,420,5.65239,46.6552301538,2009.2328767123
"1214","Samsung","SGH-T239",3.34,3.78,1.87,0.68,7,300,4.806648,41.1212071517,2009.2328767123
"1222","LG","LX-290 / 290c",3.6,4.09,1.94,0.63,6,170,4.998798,23.2590648135,2009.2356164384
"1213","Samsung","Rogue U960",4.94,4.29,2.17,0.65,4.7,300,6.051045,29.4330520892,2009.2438356164
"1232","Nokia","2330 classic",2.82,4.21,1.81,0.54,4,528,4.114854,79.0211300771,2009.2493150685
"1233","Nokia","N97",5.29,4.61,2.18,0.63,5.3,700,6.331374,62.5141226846,2009.2602739726
"1229","LG","Bliss UX-700",3.42,4.23,2.28,0.47,4.5,312,4.532868,42.0602982471,2009.2630136986
"1223","PCD","TXTM8 / TXT8026",4.7,3.8,2.7,0.7,4.7,400,7.182,35.6421477866,2009.2657534247
"1237","Sharp","Sidekick LX 2009",5.78,5.12,2.36,0.63,3,144,7.612416,11.8723910607,2009.2684931507
"1195","Samsung","Exclaim M550",4.69,4.45,2.24,0.67,4.8,960,6.67856,86.5544976673,2009.2712328767
"1225","PCD","Escapade WP8990",3.4,3.9,1.9,0.9,3.8,316,6.669,33.2704340054,2009.2739726027
"1234","Pantech","Reveal C790",4.2,3.91,2.36,0.58,4.5,264,5.352008,29.9936934726,2009.2739726027
"1263","HTC","Ozone XV6175",3.7,4.5,2.5,0.5,4.8,324,5.625,37.3190348525,2009.2739726027
"1228","LG","Helix UX-310 / AX-310",3.03,3.68,1.91,0.74,5,440,5.201312,56.4916018248,2009.2767123288
"1219","HTC","Dash 3G / Snap (GSM)",4.23,4.59,2.42,0.47,5,480,5.220666,53.4353875166,2009.2876712329
"1217","Samsung","Messager II R560 / Vice R561",4.33,4.49,1.9,0.72,4,300,6.14232,30.5567438734,2009.3205479452
"1238","Sony","Ericsson W518 / W508",3.5,3.7,2,0.6,4,400,4.44,52.8967254408,2009.3287671233
"1226","HTC","Touch Pro2 (GSM) / Tilt 2",6.61,4.59,2.36,0.68,6.5,750,7.366032,55.9887098141,2009.3315068493
"1288","Motorola","Entice W766",3.56,3.78,1.89,0.7,5,395,5.00094,49.0600331272,2009.3424657534
"1200","Nokia","2705 Shade",2.6,3.32,1.69,0.63,5,360,3.534804,62.7566911673,2009.3561643836
"1185","Samsung","MyShot II / R460",3.4,3.7,1.8,0.7,4,300,4.662,39.6923840238,2009.3589041096
"1243","Huawei","M750",3.92,4.21,2.25,0.59,6,270,5.588775,31.5498053114,2009.3643835616
"1199","Nokia","Twist 7705",3.44,2.7,2.7,0.59,4.5,312,4.3011,43.2109131777,2009.3671232877
"1250","Motorola","VE440",3.2,4.4,1.9,0.57,4.7,400,4.7652,53.1687842113,2009.3780821918
"1191","Palm","Pre (CDMA)",4.76,3.9,2.3,0.67,5,300,6.0099,30.1766961625,2009.3835616438
"1245","HTC","Touch Pro2 (CDMA)",6.35,4.57,2.33,0.68,4,336,7.240708,26.1943675046,2009.3835616438
"1224","Samsung","Code i220 / Exec i225",3.63,4.61,2.3,0.54,6,300,5.72562,35.2729161723,2009.3890410959
"1216","Samsung","Highlight SGH-T749",3.7,4.27,2.11,0.54,6.5,450,4.865238,56.3323517689,2009.402739726
"1247","LG","UX-220 / 220c",2.93,3.52,1.81,0.74,2.2,130,4.714688,18.4441798017,2009.402739726
"1231","Samsung","Comeback T559",4.6,4.33,2.2,0.73,5.5,300,6.95398,28.3452109143,2009.4054794521
"1235","PCD","Razzle TXT8030",3.8,4.5,2.4,0.5,4.8,366,5.4,42.3913043478,2009.4219178082
"1252","Sony","Ericsson Equinox",3.4,3.7,2,0.6,4,400,4.44,53.5714285714,2009.4273972603
"1253","ZTE","Essenze C70",4.12,3.9,1.8,0.72,4,220,5.0544,26.1597488664,2009.4273972603
"1254","Cal-Comp","CAPTR A200",2.82,3.54,1.81,0.74,5,250,4.741476,36.3685608471,2009.4273972603
"1255","Apple","iPhone 3GS",4.76,4.55,2.44,0.48,5,300,5.32896,32.2134293327,2009.4356164384
"1218","Samsung","Convoy",3.88,3.85,2,0.94,5,537,7.238,50.5486598309,2009.4410958904
"1256","Samsung","Freeform / Link R350 / R351 / R355",3.63,4.42,2.4,0.5,6,200,5.304,25.7443474368,2009.4438356164
"1257","LG","eXpo GW820",5.2,4.45,2.16,0.63,4,408,6.05556,38.0256513225,2009.4438356164
"1227","Samsung","Reclaim M560",3.5,3.68,2.33,0.67,6,1000,5.744848,111.4134056071,2009.4465753425
"1244","LG","Shine II",4.4,4.2,2,0.53,3.3,300,4.452,35.7546317216,2009.4547945206
"1266","Motorola","Debut i856",2.99,4.19,1.97,0.59,3.5,95,4.870037,14.3129097229,2009.4575342466
"1258","LG","Arena",3.7,4.24,2.18,0.48,3,250,4.436736,32.5683419002,2009.4657534247
"1240","Samsung","Solstice SGH-A887",3.33,4.3,2.1,0.5,5,250,4.515,35.0541746335,2009.4739726027
"1246","Nokia","N86 8MP",5.26,4.07,2.02,0.65,3.9,276,5.34391,27.8670792189,2009.4794520548
"1259","Samsung","Omnia II (CDMA)",5.03,4.74,2.39,0.54,6,375,6.117444,36.3311984344,2009.4821917808
"1201","Samsung","Intensity U450 / DoubleTake",3.53,4.25,2.08,0.65,5,300,5.746,35.0366537301,2009.4849315069
"1251","BlackBerry","Tour 9630",4.59,4.41,2.44,0.56,5,336,6.025824,34.0058388308,2009.4931506849
"1260","Kyocera","Laylo M1400",3.2,3.73,1.84,0.67,3.3,200,4.598344,27.7623044072,2009.4931506849
"1241","Samsung","Gravity 2 T469 / T404",4.4,4.49,2.05,0.59,5.5,300,5.430655,33.3141586191,2009.495890411
"1261","Nokia","2720",3.19,3.66,1.81,0.7,4.1,300,4.63722,40.9468495839,2009.495890411
"1262","BlackBerry","Curve 8520",3.73,4.29,2.36,0.54,4.5,408,5.467176,46.8078462345,2009.498630137
"1236","Samsung","SGH-T659",3.28,4.06,1.93,0.58,5,300,4.544764,41.5347990048,2009.5123287671
"1323","Casio","G'zOne Rock",4.4,4.1,2,0.9,5,80,7.38,8.9134125637,2009.5150684932
"1264","Samsung","Trill R520",3.42,1.96,3.97,0.57,4.5,300,4.435284,41.0551674516,2009.5205479452
"1265","Pantech","Impact",4.41,4.19,2.04,0.7,5,336,5.98332,34.7338482795,2009.5232876712
"1267","Nokia","E73 Mode / E72",4.52,4.49,2.3,0.4,5.9,576,4.1308,69.9935266103,2009.5397260274
"1269","Samsung","M240",2.94,3.6,1.85,0.74,6.5,1000,4.9284,131.2210868792,2009.5534246575
"1270","Motorola","Barrage V860",4.2,3.78,2.09,0.96,6.4,534,7.584192,48.0304462113,2009.5561643836
"1271","Motorola","Cliq",5.84,4.49,2.28,0.63,6,325,6.449436,28.8865982133,2009.5753424658
"1242","Samsung","M330",3.17,3.7,1.78,0.59,6.3,960,3.88574,140.5238855173,2009.5808219178
"1272","Casio","G'zOne Brigade",5.9,4.4,2.2,0.9,6,90,8.712,8.2124281413,2009.5917808219
"1273","Motorola","Crush",3.6,4.17,2,0.57,4.3,499,4.7538,62.3069740717,2009.594520548
"1275","Sanyo","SCP-3810 / Mirro",3.97,3.82,2.01,0.71,5.8,1000,5.451522,109.218022311,2009.6
"1277","LG","Chocolate Touch / 8575 Touch",4.17,4.26,2.13,0.46,5.1,470,4.173948,59.3843585794,2009.602739726
"1239","Samsung","Instinct HD",4.01,4.63,2.28,0.5,5.8,1440,5.2782,158.1576624104,2009.6082191781
"1280","LG","Lotus Elite / Mystique",4.8,3.42,2.48,0.71,5.9,1000,6.021936,95.1308527421,2009.6109589041
"1281","LG","VM-101 / LG102",2.45,4.13,1.81,0.51,3.5,200,3.812403,34.7310768726,2009.6136986301
"1282","Motorola","Droid",5.99,4.55,2.35,0.55,6.4,270,5.880875,25.4404161446,2009.6136986301
"1248","Samsung","Intrepid SPH-i350",4,4.6,2.59,0.51,6,1480,6.07614,149.8589737737,2009.6273972603
"1300","HTC","Imagio",5.25,4.65,2.43,0.55,5.4,325,6.214725,30.702873379,2009.6328767123
"1284","HTC","Hero (CDMA)",4.5,4.46,2.22,0.54,4,1500,5.346648,154.3672526935,2009.6356164384
"1301","Nokia","3711",3.31,3.5,1.85,0.59,3,288,3.82025,42.4950036815,2009.6575342466
"1285","Motorola","i410",4.5,3.8,1.9,0.7,3.5,168,5.054,19.415951434,2009.6684931507
"1328","HP","iPAQ Glisten",5.29,4.44,2.47,0.53,5,360,5.812404,34.677174421,2009.6684931507
"1249","Samsung","Caliber R850",3.59,4.55,2.23,0.47,5,400,4.768855,50.8442842949,2009.6739726027
"1286","Cal-Comp","MSGM8",3.74,4.21,2.4,0.53,5,250,5.35512,30.2359946873,2009.6767123288
"1289","Huawei","Tap",3.7,4.17,2.2,0.54,5,240,4.95396,30.6218193752,2009.6931506849
"1308","HTC","Droid Eris",4.43,4.45,2.19,0.52,5,420,5.06766,46.853646056,2009.7068493151
"1291","LG","Clout",3.59,3.75,1.95,0.76,6.5,648,5.5575,74.391910358,2009.7095890411
"1278","Samsung","Moment",5.67,4.6,2.34,0.65,5.5,1440,6.9966,115.8558729256,2009.7232876712
"1276","Samsung","Flight A797",4.8,4.17,2.2,0.5,3,360,4.587,39.9488654522,2009.7287671233
"1294","Nokia","N97 mini",4.87,4.45,2.07,0.56,4,310,5.15844,32.9064141581,2009.7315068493
"1292","Samsung","Behold II",4.29,4.6,2.23,0.51,6,100,5.23158,13.6531962132,2009.7452054795
"1279","Samsung","Mythic A897",3.8,4.49,2.06,0.5,3,252,4.6247,31.6925231759,2009.7479452055
"1293","LG","Accolade VX-5600",3,3.56,1.83,0.72,7.7,679,4.690656,93.2950323093,2009.7479452055
"1297","Motorola","Brute i680 / i686",5.63,3.92,2.09,1.02,5.8,1750,8.356656,127.1926613481,2009.7479452055
"1298","Motorola","i890",4.2,1.98,3.9,0.66,3.4,1130,5.09652,123.3795011467,2009.7506849315
"1299","Nokia","X6-00",4.3,4.37,2.01,0.54,6.5,432,4.743198,51.3645725771,2009.7506849315
"1283","Samsung","Stunt SCH-R100",2.6,4.2,1.7,0.54,3.3,200,3.8556,33.5367742735,2009.7534246575
"1302","BlackBerry","Storm2 9550",5.64,4.43,2.45,0.55,5.5,270,5.969425,25.6257308178,2009.797260274
"1303","Kyocera","Domino S1310",2.5,4.29,1.73,0.54,3.3,200,4.007718,33.2681901705,2009.8
"1304","LG","Vu Plus",3.95,4.31,2.1,0.6,3,288,5.4306,32.3007057118,2009.8
"1444","LG","Encore",3.7,4.17,2.1,0.47,3,240,4.11579,32.6262604292,2009.8082191781
"1305","BlackBerry","Bold 9700",4.3,4.29,2.36,0.56,6,408,5.669664,43.933275986,2009.8109589041
"1290","Palm","Pixi / Pixi Plus (CDMA)",3.51,4.37,2.17,0.43,5,350,4.077647,49.4224362309,2009.8191780822
"1316","Sanyo","Incognito SCP-6760",4.23,4.2,2.2,0.7,5.1,840,6.468,80.9029725182,2009.8273972603
"1307","Pantech","Link / P7040p",3.2,4.5,2.4,0.39,3,240,4.212,34.4036697248,2009.8410958904
"1296","LG","Wine II",3.6,3.97,1.97,0.62,3.2,336,4.848958,41.6619422182,2009.8438356164
"1309","BlackBerry","Curve 8530",3.7,4.29,2.36,0.55,4.5,252,5.56842,29.6166984232,2009.8465753425
"1440","BlackBerry","Curve 3G 9330",3.7,4.29,2.36,0.55,4.5,252,5.56842,29.6166984232,2009.8465753425
"1310","Dell","Aero",3.67,4.8,2.28,0.46,4,348,5.03424,42.2782460042,2009.8493150685
"1287","Nokia","5230 Nuron",3.98,4.37,2.03,0.57,7,432,5.056527,51.679146203,2009.8575342466
"1319","Motorola","Backflip",4.7,4.25,2.09,0.6,6,315,5.3295,34.3985243532,2009.8575342466
"1315","Huawei","M228",2.96,4.29,1.78,0.59,6.5,360,4.505358,52.5761792,2009.8630136986
"1311","Samsung","Strive A687",3.99,4.17,2.32,0.57,3,250,5.514408,27.8817996871,2009.8876712329
"1317","Samsung","Stride R330 / R335c",3.1,3.66,1.89,0.7,4.5,250,4.84218,34.3104789869,2009.895890411
"1322","LG","GU292 / GU295",3.71,3.98,1.85,0.63,6.9,504,4.63869,64.5011373042,2009.898630137
"1354","Motorola","Devour",6.35,4.55,2.4,0.61,6.5,443,6.6612,36.5454377767,2009.9205479452
"1386","Pantech","Breeze II",3.55,4,2,0.7,3,240,5.6,27.868852459,2009.9342465753
"1329","LG","Remarq / Imprint",3.8,3.5,2.5,0.6,5.5,900,5.25,102.4861878453,2009.9397260274
"1330","HTC","Nexus One",4.59,4.69,2.35,0.45,7,250,4.959675,29.8439475689,2009.9534246575
"1331","Nokia","1616",2.77,4.22,1.77,0.59,8.5,540,4.406946,81.1626560936,2009.9561643836
"1324","Sony","Ericsson Xperia X10",4.87,4.68,2.48,0.53,8,425,6.151392,42.1906779107,2009.9671232877
"1332","Sony","Ericsson Vivaz",3.42,4.21,2.05,0.49,5.3,440,4.228945,60.988803031,2009.9780821918
"1333","Pantech","CDM-8635",3.52,3.85,1.96,0.79,5,288,5.96134,33.0122113541,2009.9890410959
"1318","Samsung","SGH-T139",2.98,3.74,1.89,0.72,7,300,5.089392,41.5148997595,2009.994520548
"1334","Pantech","Pursuit",4.58,3.68,2.52,0.58,5,360,5.378688,38.6597109981,2009.994520548
"1325","LG","Prime GS390",3.14,4.25,2.08,0.49,4,384,4.3316,54.0714170994,2009.997260274
"1312","Samsung","Reality",4.01,4.23,2.09,0.61,5,300,5.392827,34.564073124,2010
"1341","Motorola","Milestone XT720",5.64,4.56,2.4,0.43,4.5,320,4.70592,33.1048374625,2010.0191780822
"1339","LG","Neon II",3.7,4.05,1.96,0.59,4,264,4.68342,33.8763893495,2010.0410958904
"1345","Palm","Pre Plus (CDMA)",4.89,3.9,2.3,0.67,5.5,350,6.0099,34.63334526,2010.0410958904
"1314","LG","Fathom",5.36,4.53,2.2,0.65,7,475,6.4779,43.0819655513,2010.0493150685
"1398","Motorola","i296",2.96,4.63,1.89,0.59,2.9,144,5.162913,19.512704371,2010.0493150685
"1344","Motorola","Grasp",3.7,3.7,2.4,0.51,5.3,430,4.5288,55.4758895586,2010.0547945206
"1346","Samsung","Haven",3.49,3.92,2,0.72,5,336,5.6448,39.5192012961,2010.0712328767
"1347","Sharp","FX",5.04,4.49,2.23,0.58,3,240,5.807366,23.5080110692,2010.0739726027
"1363","HTC","HD2",5.54,4.8,2.64,0.43,6.3,490,5.44896,47.4567201992,2010.095890411
"1380","HTC","Droid Incredible",4.6,4.6,2.3,0.47,5.2,144,4.9726,17.7590205378,2010.1095890411
"1320","Kyocera","Loft / Torino S2300",3.4,4.06,2.6,0.57,4,225,6.01692,26.0169991887,2010.1123287671
"1321","Samsung","Sunburst A697",3.08,4.33,2.08,0.51,5,250,4.593264,35.8387252152,2010.1150684932
"1326","Motorola","Cliq XT / Quench",4.59,4.6,2.36,0.49,6.7,450,5.31944,48.7918590758,2010.1260273973
"1358","Sanyo","Zio by Kyocera",3.7,4.57,2.31,0.48,6,432,5.067216,52.6963177364,2010.1287671233
"1338","LG","Sentio GS505",3.27,4.17,2.05,0.47,6.1,311,4.017795,46.8591665929,2010.1369863014
"1337","Samsung","Seek",3.9,4.1,2,0.6,5.8,1000,4.92,116.6666666667,2010.1479452055
"1359","Nokia","C6-00",5.29,4.46,2.09,0.66,5,400,6.152124,37.1434534357,2010.1534246575
"1433","Motorola","Bali",2.6,3.8,1.8,0.6,5,480,4.104,75.3281622912,2010.1643835616
"1355","LG","Ally / Apex / Axis",5.57,4.56,2.22,0.62,7.5,500,6.276384,45.3724951006,2010.1726027397
"1362","Motorola","i1",4.63,4.65,2.28,0.5,3.5,96,5.301,11.428859128,2010.1753424658
"1365","ZTE","Agent",3.53,4.3,1.9,0.6,6,210,4.902,28.4629981025,2010.1863013699
"1366","ZTE","F160",2.96,4.57,1.93,0.44,3,192,3.880844,30.2594241295,2010.1863013699
"1348","LG","dLite",3.49,4.27,2.03,0.57,5.5,360,4.940817,45.9623308156,2010.194520548
"1367","Palm","Pre Plus (GSM)",4.89,2.3,3.9,0.67,5,350,6.0099,34.4039853577,2010.202739726
"1368","Pantech","Ease",4.86,4.48,2.28,0.56,3,250,5.720064,25.0471074655,2010.2054794521
"1369","Samsung","SGH-A107",2.61,3.46,1.73,0.78,3,240,4.668924,35.0326504302,2010.2109589041
"1370","Pantech","Jest",4.1,3.7,2.5,0.6,4.6,358,5.55,39.481865285,2010.2136986301
"1390","Motorola","Droid X",5.47,5,2.6,0.4,8,220,5.2,24.3673851921,2010.2273972603
"1405","HTC","Aria",4.06,4.09,2.27,0.46,6,372,4.270778,48.2547968509,2010.2301369863
"1356","Samsung","Restore M570 / Profile / M575",4.43,4.58,2.1,0.62,6,288,5.96316,30.5970465191,2010.2328767123
"1372","Pantech","Laser",4.05,4.43,2.27,0.39,5,336,3.921879,45.2841795516,2010.2328767123
"1373","Palm","Pixi Plus (GSM)",3.26,4.37,2.17,0.43,5.5,350,4.077647,51.4470101928,2010.2328767123
"1374","Nokia","C3-00",4.02,4.55,2.29,0.54,7,792,5.62653,85.7303092407,2010.2438356164
"1351","Samsung","Gravity T",4.23,4.29,2.23,0.59,6,400,5.644353,43.5471569631,2010.2657534247
"1342","Samsung","Messager Touch R630 / R631",3.81,4.13,2.12,0.59,5,288,5.165804,34.8715279433,2010.2684931507
"1349","HTC","myTouch 3G Slide",5.8,4.55,2.37,0.6,6.7,286,6.4701,26.0389075884,2010.2684931507
"1357","Samsung","Rugby II A847",3.52,4.01,2.05,0.86,3,250,7.06963,25.0244814975,2010.2712328767
"1378","ZTE","R225",2.72,4.21,1.9,0.49,5.3,360,3.91951,58.2121270997,2010.2739726027
"1313","LG","GS170 / 420g",2.8,3.6,1.9,0.7,7.5,552,4.788,77.688455456,2010.2794520548
"1439","HTC","Desire (CDMA)",4.76,4.7,2.4,0.47,5,254,5.3016,27.7291882007,2010.298630137
"1352","Samsung",":) (Smiley) T359",3.98,3.92,2.34,0.59,5.5,300,5.411952,34.8702804273,2010.301369863
"1353","Samsung","Gravity 3",4.34,4.6,2.11,0.6,6,400,5.8236,42.3078436774,2010.3068493151
"1385","Nokia","N8-00",4.76,4.47,2.32,0.51,5.8,408,5.288904,43.4873295635,2010.3178082192
"1343","Samsung","Intensity II",4.1,4.87,2.87,0.59,5,300,8.246371,26.3235245401,2010.3260273973
"1364","Samsung","Intercept",4.9,4.43,2.19,0.6,6.4,254,5.82102,26.6765662222,2010.3287671233
"1327","BlackBerry","Bold 9650",4.8,4.41,2.44,0.56,5,312,6.025824,31.1292701599,2010.3369863014
"1371","HTC","EVO 4G",6,4.8,2.6,0.5,6,1500,6.24,125,2010.3479452055
"1078","BlackBerry","Pearl 3G 9100 / 9105",3.3,4.25,1.96,0.52,5.5,312,4.3316,44.4860841763,2010.3561643836
"1384","Sony","Ericsson Xperia X10 mini (2010)",3.11,3.26,1.97,0.64,3.5,360,4.110208,52.2838123223,2010.3616438356
"1375","Samsung","Gusto",3.27,3.99,1.86,0.56,7,350,4.155984,51.8449810826,2010.3863013699
"1391","Casio","G'zOne Ravine",4.6,4.3,2.1,0.9,6,120,8.127,11.7859668421,2010.3863013699
"1376","Samsung","Eternity II",3.2,4.41,2.11,0.5,5,250,4.65255,35.0204710572,2010.397260274
"1432","Motorola","Rambler",3.81,3.7,2.24,0.7,5,480,5.8016,52.5406800117,2010.397260274
"1381","Samsung","Contour R250",3.81,3.75,1.8,0.7,3.3,200,4.725,25.3661394259,2010.4164383562
"1397","LG","Select",3.24,3.72,1.87,0.71,5,440,4.939044,56.8526101584,2010.4164383562
"1388","Samsung","SGH-T369",3.95,4.46,2.1,0.59,5,300,5.52594,34.2973889662,2010.4219178082
"1399","LG","Octane",4.5,4.21,2.16,0.63,6.3,340,5.728968,36.3184243024,2010.4219178082
"1361","Pantech","Crux",4.3,4.3,2.3,0.5,5.2,324,4.945,37.8583017847,2010.4246575343
"1387","Samsung","Gem",3.85,4.48,2.18,0.48,4.5,300,4.687872,37.7728783004,2010.4246575343
"1419","Motorola","Charm",3.88,3.87,2.65,0.45,5,334,4.614975,42.2602773993,2010.4246575343
"1379","Samsung","Flight II",3.5,4.41,2.11,0.5,5,250,4.65255,33.731777174,2010.4328767123
"1402","Apple","iPhone 4 (GSM)",4.8,4.5,2.31,0.37,7,300,3.84615,38.745568837,2010.4328767123
"1404","LG","Quantum",6.21,4.7,2.34,0.6,6,350,6.5988,29.6671038661,2010.4410958904
"1377","Samsung","Captivate (Galaxy S)",4.41,4.83,2.52,0.41,5.8,340,4.990356,39.2538325144,2010.4438356164
